"","labels","phrase","K","N","prev"
"498",1999,"uncertain significance",32,46311,0.0690980544579042
"499",1999,"very slightly significant",1,46311,0.00215931420180951
"500",1999,"weak significance",5,46311,0.0107965710090475
"501",1999,"weakened significance",1,46311,0.00215931420180951
"502",1999,"weakly significant",16,46311,0.0345490272289521
"503",2002,"a borderline significant trend",8,55161,0.0145030003081888
"504",2002,"a clear trend",146,55161,0.264679755624445
"505",2002,"a decreasing trend",74,55161,0.134152752850746
"506",2002,"a definite trend",20,55161,0.0362575007704719
"507",2002,"a favorable trend",21,55161,0.0380703758089955
"508",2002,"a marginal trend",9,55161,0.0163158753467124
"509",2002,"a marginal trend toward significance",1,55161,0.00181287503852359
"510",2002,"a marked trend",6,55161,0.0108772502311416
"511",2002,"a mild trend",4,55161,0.00725150015409438
"512",2002,"a near-significant trend",3,55161,0.00543862511557078
"513",2002,"a negative trend",18,55161,0.0326317506934247
"514",2002,"a nonsignificant trend",404,55161,0.732401515563532
"515",2002,"a notable trend",9,55161,0.0163158753467124
"516",2002,"a numerical trend",15,55161,0.0271931255778539
"517",2002,"a positive trend",86,55161,0.155907253313029
"518",2002,"a possible trend",18,55161,0.0326317506934247
"519",2002,"a pronounced trend",1,55161,0.00181287503852359
"520",2002,"a reliable trend",2,55161,0.00362575007704719
"521",2002,"a significant trend",119,55161,0.215732129584308
"522",2002,"a slight trend",77,55161,0.139591377966317
"523",2002,"a slight trend toward significance",1,55161,0.00181287503852359
"524",2002,"a slightly increasing trend",1,55161,0.00181287503852359
"525",2002,"a small trend",22,55161,0.0398832508475191
"526",2002,"a statistical trend",67,55161,0.121462627581081
"527",2002,"a statistical trend toward significance",2,55161,0.00362575007704719
"528",2002,"a strong trend",180,55161,0.326317506934247
"529",2002,"a strong trend toward significance",2,55161,0.00362575007704719
"530",2002,"a suggestive trend",2,55161,0.00362575007704719
"531",2002,"a very slight trend toward significance",1,55161,0.00181287503852359
"532",2002,"a weak trend",42,55161,0.076140751617991
"533",2002,"a weak trend toward significance",3,55161,0.00543862511557078
"534",2002,"all but significant",823,55161,1.49199615670492
"535",2002,"almost achieved significance",1,55161,0.00181287503852359
"536",2002,"almost insignificant",2,55161,0.00362575007704719
"537",2002,"almost reached statistical significance",27,55161,0.0489476260401371
"538",2002,"almost significant",85,55161,0.154094378274506
"539",2002,"almost statistically significant",15,55161,0.0271931255778539
"540",2002,"an adverse trend",5,55161,0.00906437519261797
"541",2002,"an apparent trend",17,55161,0.0308188756549011
"542",2002,"an associative trend",1,55161,0.00181287503852359
"543",2002,"an encouraging trend",6,55161,0.0108772502311416
"544",2002,"an expected trend",3,55161,0.00543862511557078
"545",2002,"an important trend",6,55161,0.0108772502311416
"546",2002,"an increasing trend",82,55161,0.148655753158935
"547",2002,"an interesting trend",14,55161,0.0253802505393303
"548",2002,"an obvious trend",13,55161,0.0235673755008067
"549",2002,"an overall trend",34,55161,0.0616377513098022
"550",2002,"an unexpected trend",3,55161,0.00543862511557078
"551",2002,"an unfavorable trend",2,55161,0.00362575007704719
"552",2002,"appeared to be marginally significant",1,55161,0.00181287503852359
"553",2002,"approached conventional levels of significance",4,55161,0.00725150015409438
"554",2002,"approached our criterion of significance",1,55161,0.00181287503852359
"555",2002,"approached significant",10,55161,0.0181287503852359
"556",2002,"approaches statistical significance",8,55161,0.0145030003081888
"557",2002,"approaching clinical significance",1,55161,0.00181287503852359
"558",2002,"approaching significance",86,55161,0.155907253313029
"559",2002,"approximating significance",1,55161,0.00181287503852359
"560",2002,"arguably significant",1,55161,0.00181287503852359
"561",2002,"at the limit of significance",6,55161,0.0108772502311416
"562",2002,"at the margin of significance",1,55161,0.00181287503852359
"563",2002,"at the margin of statistical significance",2,55161,0.00362575007704719
"564",2002,"barely not statistically significant",1,55161,0.00181287503852359
"565",2002,"barely significant",15,55161,0.0271931255778539
"566",2002,"bordered on significant",1,55161,0.00181287503852359
"567",2002,"borderline level of statistical significance",1,55161,0.00181287503852359
"568",2002,"close to being significant",10,55161,0.0181287503852359
"569",2002,"close to the level of significance",3,55161,0.00543862511557078
"570",2002,"close to the limit of significance",2,55161,0.00362575007704719
"571",2002,"did not quite achieve significance",1,55161,0.00181287503852359
"572",2002,"did not quite reach statistical significance",46,55161,0.0833922517720853
"573",2002,"difference was apparent",47,55161,0.0852051268106089
"574",2002,"equivocal significance",1,55161,0.00181287503852359
"575",2002,"failed to reach statistical significance",287,55161,0.520295136056272
"576",2002,"fairly significant",2,55161,0.00362575007704719
"577",2002,"fell just short of significance",11,55161,0.0199416254237595
"578",2002,"fell just short of statistical significance",10,55161,0.0181287503852359
"579",2002,"fell short of significance",44,55161,0.0797665016950382
"580",2002,"fell slightly short of significance",1,55161,0.00181287503852359
"581",2002,"just barely failed to reach significance",1,55161,0.00181287503852359
"582",2002,"just failed significance",1,55161,0.00181287503852359
"583",2002,"just failed to be significant",2,55161,0.00362575007704719
"584",2002,"just failed to reach statistical significance",30,55161,0.0543862511557078
"585",2002,"just failing to reach statistical significance",1,55161,0.00181287503852359
"586",2002,"just short of significance",14,55161,0.0253802505393303
"587",2002,"likely to be significant",56,55161,0.101521002157321
"588",2002,"marginal significance",83,55161,0.150468628197458
"589",2002,"marginally insignificant",3,55161,0.00543862511557078
"590",2002,"marginally nonsignificant",11,55161,0.0199416254237595
"591",2002,"marginally significant",842,55161,1.52644078243687
"592",2002,"marginally significant tendency",1,55161,0.00181287503852359
"593",2002,"marginally statistically significant",29,55161,0.0525733761171842
"594",2002,"moderately significant",11,55161,0.0199416254237595
"595",2002,"modestly significant",7,55161,0.0126901252696652
"596",2002,"narrowly missed significance",3,55161,0.00543862511557078
"597",2002,"near significance",19,55161,0.0344446257319483
"598",2002,"near to statistical significance",1,55161,0.00181287503852359
"599",2002,"near-significant",52,55161,0.0942695020032269
"600",2002,"nearing significance",8,55161,0.0145030003081888
"601",2002,"nearly significant",173,55161,0.313627381664582
"602",2002,"nominally significant",33,55161,0.0598248762712786
"603",2002,"not as significant",15,55161,0.0271931255778539
"604",2002,"not clearly significant",3,55161,0.00543862511557078
"605",2002,"not conventionally significant",3,55161,0.00543862511557078
"606",2002,"not formally significant",3,55161,0.00543862511557078
"607",2002,"not fully significant",1,55161,0.00181287503852359
"608",2002,"not highly significant",2,55161,0.00362575007704719
"609",2002,"not quite significant",37,55161,0.067076376425373
"610",2002,"not strongly significant",2,55161,0.00362575007704719
"611",2002,"not that significant",1,55161,0.00181287503852359
"612",2002,"not very significant",5,55161,0.00906437519261797
"613",2002,"not yet significant",4,55161,0.00725150015409438
"614",2002,"on the border of significance",3,55161,0.00543862511557078
"615",2002,"on the borderline of significance",3,55161,0.00543862511557078
"616",2002,"on the threshold of significance",1,55161,0.00181287503852359
"617",2002,"only marginally significant",145,55161,0.262866880585921
"618",2002,"only slightly significant",3,55161,0.00543862511557078
"619",2002,"partially significant",2,55161,0.00362575007704719
"620",2002,"partly significant",2,55161,0.00362575007704719
"621",2002,"possible significance",29,55161,0.0525733761171842
"622",2002,"possibly significant",12,55161,0.0217545004622831
"623",2002,"potentially significant",104,55161,0.188539004006454
"624",2002,"practically significant",9,55161,0.0163158753467124
"625",2002,"probably not significant",6,55161,0.0108772502311416
"626",2002,"probably significant",9,55161,0.0163158753467124
"627",2002,"quite significant",69,55161,0.125088377658128
"628",2002,"reached borderline significance",19,55161,0.0344446257319483
"629",2002,"reached near significance",3,55161,0.00543862511557078
"630",2002,"reasonably significant",2,55161,0.00362575007704719
"631",2002,"significant tendency",116,55161,0.210293504468737
"632",2002,"significantly significant",7,55161,0.0126901252696652
"633",2002,"slightly missed being of statistical significance",1,55161,0.00181287503852359
"634",2002,"slightly significant",19,55161,0.0344446257319483
"635",2002,"strong trend toward significance",3,55161,0.00543862511557078
"636",2002,"suggestive of statistical significance",1,55161,0.00181287503852359
"637",2002,"suggestively significant",5,55161,0.00906437519261797
"638",2002,"tended to be significant",45,55161,0.0815793767335618
"639",2002,"tended toward significance",10,55161,0.0181287503852359
"640",2002,"tendency toward significance",11,55161,0.0199416254237595
"641",2002,"tendency toward statistical significance",2,55161,0.00362575007704719
"642",2002,"trending towards significance",3,55161,0.00543862511557078
"643",2002,"uncertain significance",27,55161,0.0489476260401371
"644",2002,"very close to significant",1,55161,0.00181287503852359
"645",2002,"very nearly significant",1,55161,0.00181287503852359
"646",2002,"weak significance",5,55161,0.00906437519261797
"647",2002,"weakened significance",1,55161,0.00181287503852359
"648",2002,"weakly significant",19,55161,0.0344446257319483
"649",2002,"weakly statistically significant",4,55161,0.00725150015409438
"650",2005,"a borderline significant trend",2,63938,0.0031280302793331
"651",2005,"a clear trend",162,63938,0.253370452625981
"652",2005,"a decreasing trend",84,63938,0.13137727173199
"653",2005,"a definite trend",20,63938,0.031280302793331
"654",2005,"a favorable trend",31,63938,0.0484844693296631
"655",2005,"a marginal trend",10,63938,0.0156401513966655
"656",2005,"a marked trend",8,63938,0.0125121211173324
"657",2005,"a mild trend",4,63938,0.00625606055866621
"658",2005,"a near-significant trend",2,63938,0.0031280302793331
"659",2005,"a negative trend",24,63938,0.0375363633519972
"660",2005,"a nonsignificant trend",456,63938,0.713190903687948
"661",2005,"a nonsignificant trend toward significance",1,63938,0.00156401513966655
"662",2005,"a notable trend",6,63938,0.00938409083799931
"663",2005,"a numerical trend",23,63938,0.0359723482123307
"664",2005,"a positive trend",101,63938,0.157965529106322
"665",2005,"a possible trend",25,63938,0.0391003784916638
"666",2005,"a pronounced trend",3,63938,0.00469204541899966
"667",2005,"a significant trend",151,63938,0.236166286089649
"668",2005,"a slight trend",117,63938,0.182989771340987
"669",2005,"a small trend",21,63938,0.0328443179329976
"670",2005,"a statistical trend",121,63938,0.189245831899653
"671",2005,"a statistical trend toward significance",2,63938,0.0031280302793331
"672",2005,"a strong trend",243,63938,0.380055678938972
"673",2005,"a strong trend toward significance",1,63938,0.00156401513966655
"674",2005,"a suggestive trend",11,63938,0.0172041665363321
"675",2005,"a weak trend",49,63938,0.076636741843661
"676",2005,"all but significant",873,63938,1.3653852169289
"677",2005,"almost achieved significance",1,63938,0.00156401513966655
"678",2005,"almost approached significance",2,63938,0.0031280302793331
"679",2005,"almost attained significance",1,63938,0.00156401513966655
"680",2005,"almost became significant",1,63938,0.00156401513966655
"681",2005,"almost but not quite significant",1,63938,0.00156401513966655
"682",2005,"almost clinically significant",2,63938,0.0031280302793331
"683",2005,"almost insignificant",2,63938,0.0031280302793331
"684",2005,"almost reached statistical significance",30,63938,0.0469204541899966
"685",2005,"almost significant",130,63938,0.203321968156652
"686",2005,"almost statistically significant",25,63938,0.0391003784916638
"687",2005,"an adverse trend",1,63938,0.00156401513966655
"688",2005,"an apparent trend",19,63938,0.0297162876536645
"689",2005,"an encouraging trend",2,63938,0.0031280302793331
"690",2005,"an established trend",1,63938,0.00156401513966655
"691",2005,"an evident trend",2,63938,0.0031280302793331
"692",2005,"an expected trend",2,63938,0.0031280302793331
"693",2005,"an important trend",7,63938,0.0109481059776659
"694",2005,"an increasing trend",104,63938,0.162657574525321
"695",2005,"an interesting trend",15,63938,0.0234602270949983
"696",2005,"an observed trend",7,63938,0.0109481059776659
"697",2005,"an obvious trend",10,63938,0.0156401513966655
"698",2005,"an overall trend",48,63938,0.0750727267039945
"699",2005,"an unexpected trend",4,63938,0.00625606055866621
"700",2005,"an unexplained trend",1,63938,0.00156401513966655
"701",2005,"appeared to be marginally significant",2,63938,0.0031280302793331
"702",2005,"approached conventional levels of significance",5,63938,0.00782007569833276
"703",2005,"approached significant",2,63938,0.0031280302793331
"704",2005,"approaches statistical significance",5,63938,0.00782007569833276
"705",2005,"approaching marginal significance",1,63938,0.00156401513966655
"706",2005,"approaching significance",96,63938,0.150145453407989
"707",2005,"approaching, but not reaching, significance",1,63938,0.00156401513966655
"708",2005,"arguably significant",1,63938,0.00156401513966655
"709",2005,"at the limit of significance",6,63938,0.00938409083799931
"710",2005,"at the margin of statistical significance",3,63938,0.00469204541899966
"711",2005,"barely significant",11,63938,0.0172041665363321
"712",2005,"bordered on being significant",1,63938,0.00156401513966655
"713",2005,"borderline conventional significance",1,63938,0.00156401513966655
"714",2005,"borderline level of statistical significance",1,63938,0.00156401513966655
"715",2005,"close to being significant",18,63938,0.0281522725139979
"716",2005,"close to the level of significance",2,63938,0.0031280302793331
"717",2005,"close to the limit of significance",1,63938,0.00156401513966655
"718",2005,"did not quite achieve significance",3,63938,0.00469204541899966
"719",2005,"did not quite reach statistical significance",45,63938,0.0703806812849948
"720",2005,"difference was apparent",60,63938,0.0938409083799931
"721",2005,"essentially significant",1,63938,0.00156401513966655
"722",2005,"failed to reach statistical significance",316,63938,0.49422878413463
"723",2005,"fairly significant",7,63938,0.0109481059776659
"724",2005,"fell just short of significance",6,63938,0.00938409083799931
"725",2005,"fell just short of statistical significance",11,63938,0.0172041665363321
"726",2005,"fell short of significance",26,63938,0.0406643936313303
"727",2005,"in the verge of significance",1,63938,0.00156401513966655
"728",2005,"indeterminate significance",1,63938,0.00156401513966655
"729",2005,"just beyond significance",1,63938,0.00156401513966655
"730",2005,"just borderline significant",1,63938,0.00156401513966655
"731",2005,"just failed significance",5,63938,0.00782007569833276
"732",2005,"just failed to be significant",1,63938,0.00156401513966655
"733",2005,"just failed to reach statistical significance",30,63938,0.0469204541899966
"734",2005,"just marginally significant",1,63938,0.00156401513966655
"735",2005,"just missed being statistically significant",1,63938,0.00156401513966655
"736",2005,"just short of significance",9,63938,0.014076136256999
"737",2005,"just shy of significance",1,63938,0.00156401513966655
"738",2005,"likely to be significant",53,63938,0.0828928024023273
"739",2005,"marginal significance",114,63938,0.178297725921987
"740",2005,"marginally insignificant",2,63938,0.0031280302793331
"741",2005,"marginally nonsignificant",19,63938,0.0297162876536645
"742",2005,"marginally significant",949,63938,1.48425036754356
"743",2005,"marginally significant tendency",6,63938,0.00938409083799931
"744",2005,"marginally statistically significant",40,63938,0.0625606055866621
"745",2005,"moderately significant",19,63938,0.0297162876536645
"746",2005,"modestly significant",7,63938,0.0109481059776659
"747",2005,"narrowly missed significance",3,63938,0.00469204541899966
"748",2005,"near significance",20,63938,0.031280302793331
"749",2005,"near to statistical significance",1,63938,0.00156401513966655
"750",2005,"near-significant",54,63938,0.0844568175419938
"751",2005,"nearing significance",4,63938,0.00625606055866621
"752",2005,"nearly reaching the level of significance",1,63938,0.00156401513966655
"753",2005,"nearly significant",160,63938,0.250242422346648
"754",2005,"nearly significant tendency",2,63938,0.0031280302793331
"755",2005,"nominally significant",64,63938,0.100096968938659
"756",2005,"not as significant",18,63938,0.0281522725139979
"757",2005,"not clearly significant",1,63938,0.00156401513966655
"758",2005,"not conventionally significant",2,63938,0.0031280302793331
"759",2005,"not formally significant",2,63938,0.0031280302793331
"760",2005,"not globally significant",1,63938,0.00156401513966655
"761",2005,"not highly significant",2,63938,0.0031280302793331
"762",2005,"not quite significant",36,63938,0.0563045450279959
"763",2005,"not strictly significant",1,63938,0.00156401513966655
"764",2005,"not that significant",1,63938,0.00156401513966655
"765",2005,"not very significant",8,63938,0.0125121211173324
"766",2005,"not yet significant",4,63938,0.00625606055866621
"767",2005,"on the border of significance",2,63938,0.0031280302793331
"768",2005,"on the borderline of significance",6,63938,0.00938409083799931
"769",2005,"on the edge of significance",1,63938,0.00156401513966655
"770",2005,"on the margin of significance",2,63938,0.0031280302793331
"771",2005,"on the threshold of significance",2,63938,0.0031280302793331
"772",2005,"only marginally significant",165,63938,0.258062498044981
"773",2005,"only slightly missed the significance level",1,63938,0.00156401513966655
"774",2005,"only slightly significant",2,63938,0.0031280302793331
"775",2005,"partially significant",1,63938,0.00156401513966655
"776",2005,"possible significance",38,63938,0.059432575307329
"777",2005,"possibly significant",11,63938,0.0172041665363321
"778",2005,"possibly statistically significant",1,63938,0.00156401513966655
"779",2005,"potentially significant",135,63938,0.211142043854985
"780",2005,"practically significant",14,63938,0.0218962119553317
"781",2005,"probably not significant",9,63938,0.014076136256999
"782",2005,"probably significant",9,63938,0.014076136256999
"783",2005,"questionably significant",2,63938,0.0031280302793331
"784",2005,"quite significant",80,63938,0.125121211173324
"785",2005,"reached borderline significance",22,63938,0.0344083330726641
"786",2005,"reached near significance",4,63938,0.00625606055866621
"787",2005,"reasonably significant",1,63938,0.00156401513966655
"788",2005,"significant tendency",154,63938,0.240858331508649
"789",2005,"significantly significant",12,63938,0.0187681816759986
"790",2005,"slightly outside the range of significance",1,63938,0.00156401513966655
"791",2005,"slightly significant",21,63938,0.0328443179329976
"792",2005,"somewhat significant",3,63938,0.00469204541899966
"793",2005,"strong trend toward significance",1,63938,0.00156401513966655
"794",2005,"suggestively significant",2,63938,0.0031280302793331
"795",2005,"tend to significant",3,63938,0.00469204541899966
"796",2005,"tended to be significant",44,63938,0.0688166661453283
"797",2005,"tended toward significance",10,63938,0.0156401513966655
"798",2005,"tendency toward significance",10,63938,0.0156401513966655
"799",2005,"tendency toward statistical significance",5,63938,0.00782007569833276
"800",2005,"trending towards significance",2,63938,0.0031280302793331
"801",2005,"uncertain significance",44,63938,0.0688166661453283
"802",2005,"very close to significant",2,63938,0.0031280302793331
"803",2005,"weak significance",4,63938,0.00625606055866621
"804",2005,"weakly significant",24,63938,0.0375363633519972
"805",2008,"a borderline significant trend",3,64857,0.00462556084925297
"806",2008,"a clear trend",175,64857,0.26982438287309
"807",2008,"a decreasing trend",120,64857,0.185022433970119
"808",2008,"a definite trend",11,64857,0.0169603897805942
"809",2008,"a favorable trend",36,64857,0.0555067301910357
"810",2008,"a marginal trend",11,64857,0.0169603897805942
"811",2008,"a marginal trend toward significance",1,64857,0.00154185361641766
"812",2008,"a marked trend",6,64857,0.00925112169850594
"813",2008,"a mild trend",7,64857,0.0107929753149236
"814",2008,"a near-significant trend",2,64857,0.00308370723283532
"815",2008,"a negative trend",37,64857,0.0570485838074533
"816",2008,"a nonsignificant trend",494,64857,0.761675686510323
"817",2008,"a notable trend",6,64857,0.00925112169850594
"818",2008,"a numerical trend",17,64857,0.0262115114791002
"819",2008,"a positive trend",124,64857,0.19118984843579
"820",2008,"a possible trend",38,64857,0.058590437423871
"821",2008,"a possible trend toward significance",1,64857,0.00154185361641766
"822",2008,"a pronounced trend",3,64857,0.00462556084925297
"823",2008,"a reliable trend",1,64857,0.00154185361641766
"824",2008,"a significant trend",137,64857,0.211233945449219
"825",2008,"a slight trend",100,64857,0.154185361641766
"826",2008,"a slight trend toward significance",1,64857,0.00154185361641766
"827",2008,"a slightly increasing trend",2,64857,0.00308370723283532
"828",2008,"a small trend",29,64857,0.0447137548761121
"829",2008,"a statistical trend",105,64857,0.161894629723854
"830",2008,"a statistical trend toward significance",1,64857,0.00154185361641766
"831",2008,"a strong trend",250,64857,0.385463404104414
"832",2008,"a strong trend toward significance",7,64857,0.0107929753149236
"833",2008,"a suggestive trend",3,64857,0.00462556084925297
"834",2008,"a trend significance level",1,64857,0.00154185361641766
"835",2008,"a trend that approached significance",4,64857,0.00616741446567063
"836",2008,"a weak trend",48,64857,0.0740089735880475
"837",2008,"a worrying trend",1,64857,0.00154185361641766
"838",2008,"all but significant",812,64857,1.25198513653114
"839",2008,"almost achieved significance",1,64857,0.00154185361641766
"840",2008,"almost clinically significant",2,64857,0.00308370723283532
"841",2008,"almost reached statistical significance",25,64857,0.0385463404104414
"842",2008,"almost significant",82,64857,0.126431996546248
"843",2008,"almost statistically significant",13,64857,0.0200440970134295
"844",2008,"an adverse trend",5,64857,0.00770926808208829
"845",2008,"an apparent trend",24,64857,0.0370044867940238
"846",2008,"an encouraging trend",6,64857,0.00925112169850594
"847",2008,"an evident trend",2,64857,0.00308370723283532
"848",2008,"an expected trend",2,64857,0.00308370723283532
"849",2008,"an important trend",6,64857,0.00925112169850594
"850",2008,"an increasing trend",124,64857,0.19118984843579
"851",2008,"an interesting trend",18,64857,0.0277533650955178
"852",2008,"an observed trend",13,64857,0.0200440970134295
"853",2008,"an obvious trend",4,64857,0.00616741446567063
"854",2008,"an overall trend",53,64857,0.0817182416701358
"855",2008,"an unexpected trend",3,64857,0.00462556084925297
"856",2008,"an unexplained trend",1,64857,0.00154185361641766
"857",2008,"an unfavorable trend",2,64857,0.00308370723283532
"858",2008,"approached conventional levels of significance",2,64857,0.00308370723283532
"859",2008,"approached our criterion of significance",1,64857,0.00154185361641766
"860",2008,"approached significant",6,64857,0.00925112169850594
"861",2008,"approaches statistical significance",7,64857,0.0107929753149236
"862",2008,"approaching but not reaching significance",2,64857,0.00308370723283532
"863",2008,"approaching significance",89,64857,0.137224971861171
"864",2008,"at the limit of significance",8,64857,0.0123348289313413
"865",2008,"at the margin of significance",1,64857,0.00154185361641766
"866",2008,"at the margin of statistical significance",1,64857,0.00154185361641766
"867",2008,"barely insignificant",1,64857,0.00154185361641766
"868",2008,"barely missed statistical significance",3,64857,0.00462556084925297
"869",2008,"barely significant",15,64857,0.0231278042462649
"870",2008,"bordered on being significant",1,64857,0.00154185361641766
"871",2008,"bordered on significant",1,64857,0.00154185361641766
"872",2008,"borderline level of statistical significance",1,64857,0.00154185361641766
"873",2008,"close to being significant",12,64857,0.0185022433970119
"874",2008,"close to the level of significance",5,64857,0.00770926808208829
"875",2008,"close to the limit of significance",2,64857,0.00308370723283532
"876",2008,"did not quite reach a statistically significant level",1,64857,0.00154185361641766
"877",2008,"did not quite reach statistical significance",53,64857,0.0817182416701358
"878",2008,"difference was apparent",49,64857,0.0755508272044652
"879",2008,"failed to reach statistical significance",299,64857,0.46101423130888
"880",2008,"fairly significant",12,64857,0.0185022433970119
"881",2008,"fell just short of significance",6,64857,0.00925112169850594
"882",2008,"fell just short of statistical significance",6,64857,0.00925112169850594
"883",2008,"fell short of significance",24,64857,0.0370044867940238
"884",2008,"fell slightly short of significance",1,64857,0.00154185361641766
"885",2008,"felt short of significance",2,64857,0.00308370723283532
"886",2008,"indeterminate significance",1,64857,0.00154185361641766
"887",2008,"just borderline significant",1,64857,0.00154185361641766
"888",2008,"just escaped significance",1,64857,0.00154185361641766
"889",2008,"just failed significance",2,64857,0.00308370723283532
"890",2008,"just failed to be significant",5,64857,0.00770926808208829
"891",2008,"just failed to reach statistical significance",15,64857,0.0231278042462649
"892",2008,"just failing to reach statistical significance",1,64857,0.00154185361641766
"893",2008,"just marginally significant",1,64857,0.00154185361641766
"894",2008,"just short of significance",8,64857,0.0123348289313413
"895",2008,"likely to be significant",45,64857,0.0693834127387946
"896",2008,"marginal significance",116,64857,0.178855019504448
"897",2008,"marginally insignificant",10,64857,0.0154185361641766
"898",2008,"marginally nonsignificant",8,64857,0.0123348289313413
"899",2008,"marginally significant",941,64857,1.45088425304902
"900",2008,"marginally statistically significant",32,64857,0.049339315725365
"901",2008,"moderately significant",12,64857,0.0185022433970119
"902",2008,"modestly significant",6,64857,0.00925112169850594
"903",2008,"narrowly missed significance",5,64857,0.00770926808208829
"904",2008,"near significance",15,64857,0.0231278042462649
"905",2008,"near to statistical significance",1,64857,0.00154185361641766
"906",2008,"near-significant",68,64857,0.104846045916401
"907",2008,"nearing significance",3,64857,0.00462556084925297
"908",2008,"nearly significant",173,64857,0.266740675640255
"909",2008,"nominally significant",74,64857,0.114097167614907
"910",2008,"not as significant",30,64857,0.0462556084925297
"911",2008,"not conventionally significant",2,64857,0.00308370723283532
"912",2008,"not entirely significant",1,64857,0.00154185361641766
"913",2008,"not formally significant",1,64857,0.00154185361641766
"914",2008,"not fully significant",1,64857,0.00154185361641766
"915",2008,"not highly significant",2,64857,0.00308370723283532
"916",2008,"not non-significant",1,64857,0.00154185361641766
"917",2008,"not quite reach the level of significance",1,64857,0.00154185361641766
"918",2008,"not quite significant",30,64857,0.0462556084925297
"919",2008,"not strictly significant",1,64857,0.00154185361641766
"920",2008,"not strongly significant",1,64857,0.00154185361641766
"921",2008,"not unequivocally significant",1,64857,0.00154185361641766
"922",2008,"not very significant",6,64857,0.00925112169850594
"923",2008,"not yet significant",4,64857,0.00616741446567063
"924",2008,"on the border of significance",4,64857,0.00616741446567063
"925",2008,"on the borderline of significance",3,64857,0.00462556084925297
"926",2008,"on the margin of significance",2,64857,0.00308370723283532
"927",2008,"on the threshold of significance",1,64857,0.00154185361641766
"928",2008,"on the verge of significance",1,64857,0.00154185361641766
"929",2008,"only just missed significance at the 5% level",1,64857,0.00154185361641766
"930",2008,"only marginally significant",133,64857,0.205066530983548
"931",2008,"only slightly significant",1,64857,0.00154185361641766
"932",2008,"partial significance",1,64857,0.00154185361641766
"933",2008,"partially significant",2,64857,0.00308370723283532
"934",2008,"partly significant",2,64857,0.00308370723283532
"935",2008,"possible significance",24,64857,0.0370044867940238
"936",2008,"possibly significant",13,64857,0.0200440970134295
"937",2008,"possibly statistically significant",3,64857,0.00462556084925297
"938",2008,"potentially significant",124,64857,0.19118984843579
"939",2008,"practically significant",20,64857,0.0308370723283531
"940",2008,"probably not significant",10,64857,0.0154185361641766
"941",2008,"probably not statistically significant",1,64857,0.00154185361641766
"942",2008,"probably significant",1,64857,0.00154185361641766
"943",2008,"quasi-significant",2,64857,0.00308370723283532
"944",2008,"quite significant",63,64857,0.0971367778343124
"945",2008,"rather marginal significance",1,64857,0.00154185361641766
"946",2008,"reached borderline significance",24,64857,0.0370044867940238
"947",2008,"reached near significance",1,64857,0.00154185361641766
"948",2008,"scarcely significant",2,64857,0.00308370723283532
"949",2008,"significant tendency",103,64857,0.158810922491019
"950",2008,"significantly significant",16,64857,0.0246696578626825
"951",2008,"slight significance",1,64857,0.00154185361641766
"952",2008,"slightly missed statistical significance",1,64857,0.00154185361641766
"953",2008,"slightly significant",16,64857,0.0246696578626825
"954",2008,"somewhat significant",1,64857,0.00154185361641766
"955",2008,"strong trend toward significance",7,64857,0.0107929753149236
"956",2008,"suggestively significant",1,64857,0.00154185361641766
"957",2008,"tend to significant",3,64857,0.00462556084925297
"958",2008,"tended to be significant",19,64857,0.0292952187119355
"959",2008,"tended toward significance",8,64857,0.0123348289313413
"960",2008,"tendency toward significance",7,64857,0.0107929753149236
"961",2008,"tendency toward statistical significance",1,64857,0.00154185361641766
"962",2008,"trend significance level",1,64857,0.00154185361641766
"963",2008,"trending towards significance",3,64857,0.00462556084925297
"964",2008,"uncertain significance",43,64857,0.0662997055059593
"965",2008,"verged on being significant",1,64857,0.00154185361641766
"966",2008,"verging on significance",1,64857,0.00154185361641766
"967",2008,"very close to significant",2,64857,0.00308370723283532
"968",2008,"very nearly significant",2,64857,0.00308370723283532
"969",2008,"weak significance",1,64857,0.00154185361641766
"970",2008,"weakly significant",17,64857,0.0262115114791002
"971",2011,"a borderline significant trend",5,82136,0.00608746469270478
"972",2011,"a clear trend",215,82136,0.261760981786306
"973",2011,"a decreasing trend",149,82136,0.181406447842603
"974",2011,"a definite trend",9,82136,0.0109574364468686
"975",2011,"a favorable trend",40,82136,0.0486997175416383
"976",2011,"a marginal trend",14,82136,0.0170449011395734
"977",2011,"a marginal trend toward significance",1,82136,0.00121749293854096
"978",2011,"a marked trend",6,82136,0.00730495763124574
"979",2011,"a mild trend",2,82136,0.00243498587708191
"980",2011,"a near-significant trend",8,82136,0.00973994350832765
"981",2011,"a negative trend",32,82136,0.0389597740333106
"982",2011,"a nonsignificant trend",544,82136,0.66231615856628
"983",2011,"a notable trend",8,82136,0.00973994350832765
"984",2011,"a numerical trend",34,82136,0.0413947599103925
"985",2011,"a positive trend",187,82136,0.227671179507159
"986",2011,"a possible trend",31,82136,0.0377422810947697
"987",2011,"a pronounced trend",2,82136,0.00243498587708191
"988",2011,"a reliable trend",1,82136,0.00121749293854096
"989",2011,"a significant trend",161,82136,0.196016363105094
"990",2011,"a slight trend",109,82136,0.132706730300964
"991",2011,"a slightly increasing trend",6,82136,0.00730495763124574
"992",2011,"a small trend",25,82136,0.0304373234635239
